period,amount,is_forecast
2013/8 実,10.0,False
2014/2 実,8.5,False
2014/8 実,7.0,False
2015/2 実,9.5,False
2015/8 実,3.5,False
2016/2 実,5.0,False
2016/8 実,3.5,False
2017/2 実,6.5,False
2017/8 実,3.5,False
2018/2 実,1.6,False
2018/8 実,1.6,False
2019/2 実,2.0,False
2019/8 実,2.1,False
2020/2 実,2.2,False
2020/8 実,1.8,False
2021/2 実,1.2,False
2021/8 実,1.3,False
2022/2 実,1.6,False
2022/8 実,0.9,False
2023/2 実,0.6,False
2023/8 実,0.9,False
2024/2 実,1.3,False
2024/8 実,1.3,False
2025/2 実,2.2,False
2025/8 実,1.7,False
2026/2 予,1.8,True
